0,1
2020-04-10 15:42:26+00:00,"""When #healthworkers are at risk, we’re all at risk. Evidence from is helping us to understand why this is happening &amp; what we can do about it. It shows that some health workers are actually being infected outside , in their homes or communities""-@DrTedros #COVID19"
2020-04-10 15:40:43+00:00,"""We are particularly concerned by the large numbers of infections reported among #healthworkers. In some countries there are reports of up to 10% of health workers being infected. This is an alarming trend""-@DrTedros #COVID19 #coronavirus"
2020-04-10 15:39:05+00:00,""" preventive measures are in place in workplaces, schools &amp; other essential places importation risks can be managed communities are fully aware and engaged in the transition""-@DrTedros #COVID19 #coronavirus"
2020-04-10 15:39:05+00:00,"""WHO is working with affected countries on strategies for gradually & safely easing restrictions. Imp. factors to consider are that: transmission is controlled sufficient public health &amp; medical services are available outbreak risks in spec settings are minimized""-@DrTedros"
2020-04-10 15:35:39+00:00,"""At the same time, lifting restrictions too quickly could lead to a deadly resurgence. The way down can be as dangerous as the way up if not managed properly""-@DrTedros #COVID19 #coronavirus"
2020-04-10 15:35:15+00:00,"""I know that some countries are already planning the transition out of #StayHome restrictions. WHO wants to see restrictions lifted as much as anyone""-@DrTedros #COVID19 #coronavirus"
2020-04-10 15:34:21+00:00,"""The recent meeting of the @g20org expressed strong support for Africa, which must be expedited even though the numbers in Africa are still relatively small but accelerating""-@DrTedros #COVID19 #coronavirus"
2020-04-10 15:33:52+00:00,"""As Dr @MoetiTshidi, the Regional Director for @WHOAFRO, said yesterday, this means countries need to localize the #COVID19 response, by urgently strengthening the existing public health and primary health care infrastructure in countries""-@DrTedros #coronavirus"
2020-04-10 15:33:10+00:00,"""We anticipate severe hardship for already overstretched health systems, particularly in rural areas, which normally lack the resources of those in cities""-@DrTedros #COVID19 #coronavirus"
2020-04-10 15:32:45+00:00,"""At the same time, we’ve seen an alarming acceleration in other countries. I want to take a moment to highlight Africa, where we are seeing the spread of the #coronavirus to rural areas. We are now seeing clusters of cases and community spread in more than 16 countries""-@DrTedros"
2020-04-10 15:32:07+00:00,"""On a personal note, I was pleased to see my friend @BorisJohnson is no longer in intensive care. I wish him the best – as I wish the best for everyone who is facing what he faced""-@DrTedros #COVID19 #coronavirus"
2020-04-10 15:31:33+00:00,"""Globally, nearly 1.5 million confirmed cases of #COVID19 have now been reported to WHO, and more than 92,000 deaths. In the past week, we’ve seen a welcome slowing in some of the hardest-hit countries in Europe, like Spain, Italy, Germany and France""-@DrTedros #coronavirus"
2020-04-10 15:29:09+00:00,Media briefing on #COVID19 with @DrTedros. #coronavirus
2020-04-10 14:52:47+00:00,To date there is no evidence of persons having become infected from exposure to the bodies of persons who died from #COVID19 https://bit.ly/2JWte00 #coronavirus
2020-04-10 14:38:26+00:00,Professor Robert Steffen was the chairperson of the International Health Regulations Emergency Committee on #Ebola in #DRC today.
2020-04-10 14:38:26+00:00,The International Health Regulations Emergency Committee on #Ebola in #DRC met today by teleconference to discuss whether the outbreak still constitutes a Public Health Emergency of International Concern. Read more about Emergency Committees: http://bit.ly/2XUn8CE
2020-04-10 14:03:04+00:00,You can find information about autopsies in the document http://bit.ly/2JWte00 #COVID19 #coronavirus
2020-04-10 13:59:12+00:00,"It is a common myth that persons who have died of a communicable disease should be cremated, but this is not true. Cremation is a matter of cultural choice and available resources https://bit.ly/2JWte00 #COVID19 #coronavirus"
2020-04-10 13:37:15+00:00,"Except in cases of hemorrhagic fevers (such as Ebola, Marburg) and cholera, dead bodies are generally not infectious. https://bit.ly/2JWte00 #COVID19 #coronavirus"
2020-04-10 13:09:37+00:00,WHO has issued interim guidance on infection prevention and control for the safe management of a dead body in the context of #COVID19. https://bit.ly/2JWte00 #coronavirus
2020-04-10 10:11:44+00:00,"""Thank you all for your commitment & support for harnessing the law to mitigate the current crisis & to work towards a healthier, safer, fairer . WHO’s commitment is to serving all people in all countries to promote health, keep the world safe &amp; serve the vulnerable""-@DrTedros"
2020-04-10 10:11:43+00:00,"""Last year, legislators from many countries at the @IPUparliament Congress in Belgrade pledged to leverage the power of parliaments to make progress towards universal health coverage""-@DrTedros #COVID19 #HealthForAll"
2020-04-10 10:08:37+00:00,"""Around the world, more and more countries have enshrined the right to health in their constitutions. And more countries are enacting laws to make that right a reality""-@DrTedros #COVID19 #HealthForAll"
2020-04-10 10:06:54+00:00,"""Countries with strong health systems are the best placed to protect their people and their economies from the effects of health emergencies. Here too, the rule of law has a central role to play""-@DrTedros #COVID19 #HealthForAll"
2020-04-10 10:06:02+00:00,"""That is for WHO, there is no higher priority than universal health coverage, so that all people have access to essential health services, without financial hardship""-@DrTedros #COVID19 #HealthForAll"
2020-04-10 09:56:07+00:00,"""One day, hopefully before too long, this crisis will be behind us. But billions of people will continue to face their own personal health crises every day of not having access to the essential health services they need & of not being able to pay for those services""-@DrTedros"
2020-04-10 09:55:03+00:00,"""#COVID19 is disrupting our societies, but it cannot, and must not, shake our foundations. History will judge us not only on whether we get through this pandemic, but the manner in which we did so""-@DrTedros"
2020-04-10 09:54:34+00:00,"""The restrictive measures governments are implementing are already having a massive impact on livelihoods. We must plan for & take appropriate measures to alleviate the economic impact of the #COVID19 pandemic""-@DrTedros"
2020-04-10 09:53:55+00:00,"""Countries have to protect & support the elderly, refugees & other vulnerable groups. We’re esp concerned by reports of an increasing trend in domestic violence linked to the #StayHome measures. This must be an area of focus for all countries""-@DrTedros #COVID19"
2020-04-10 09:51:44+00:00,"""It is critical that governments reassure the population that once the crisis is over, such measures will be discontinued and life can go back to normal""-@DrTedros #COVID19"
2020-04-10 09:51:24+00:00,"""Governments should be transparent with their populations, inform them regularly on how measures are being implemented and on the intended duration of these measures""-@DrTedros #COVID19"
2020-04-10 09:50:18+00:00,"""In implementing these measures, there is a need to respect human rights & dignity, as provided by the Intel Health Regulations, by the European Convention for the Protection of Human Rights & Fundamental Freedoms & by the Universal Declaration of Human Rights""-@DrTedros #COVID19"
2020-04-10 09:49:27+00:00,"""In this time of crisis, these unprecedented measures are motivated by the desire to protect their populations by reducing the spread of the #coronavirus and thus “flatten the curve”.""-@DrTedros #COVID19"
2020-04-10 09:49:02+00:00,"""Many countries have put in place very restrictive measures of physical distancing. These include closing borders, declaration of a national state of emergency, lockdowns of cities or entire countries, and closing schools and businesses""-@DrTedros #COVID19"
2020-04-10 09:48:38+00:00,"""Countries who have the heavy responsibility of accommodating these vulnerable populations must be given the necessary tools and resources to protect them and provide them with the support they need""-@DrTedros #COVID19"
2020-04-10 09:48:16+00:00,"""Populations in humanitarian settings are particularly at risk. They have few resources and little access to health care and basic infrastructure. Physical distancing and hand washing may not be possible, which puts whole communities at risk""-@DrTedros #COVID19"
2020-04-10 09:47:34+00:00,"""The IHR provides an intl legal framework. In order to be effective & efficient, domestic laws & regulations must also frame the response. They should be clearly articulated, swiftly adopted & implemented, proportionate to the circumstances & limited in their duration""-@DrTedros"
2020-04-10 09:46:31+00:00,"""Rule of law has a critical role to play in fighting #COVID19 pandemic. As countries work to contain and mitigate the virus, many social challenges are arising, which require legal, regulatory and ethical responses""-@DrTedros"
2020-04-10 09:46:11+00:00,"""A key principle of the International Health Regulations is that they must be implemented with full respect for dignity, human rights and the fundamental freedom of persons. This is essential""-@DrTedros #COVID19"
2020-04-10 09:45:43+00:00,"""The key purpose of the Intl Health Regulations is to prevent & respond to the intl spread of diseases, while minimizing interference with intl traffic, which in this case means supplies of medical goods, food & other essential items & personnel""-@DrTedros #COVID19"
2020-04-10 09:43:53+00:00,"""We need the rule of law not only in times of peace, but most especially in times of great uncertainty. At the level, the Intl Health Regulations provide a vital legal framework for bringing all WHO Member States together to confront global health emergencies""-@DrTedros"
2020-04-10 09:43:16+00:00,"""The #COVID19 pandemic has placed new pressures and responsibilities on states, on communities and on individuals. The rule of law is what guarantees the functioning and stability of our countries, which together make up the international community""-@DrTedros"
2020-04-10 09:42:47+00:00,"""We have just marked 100 days since we were first notified of the viral disease which has come to be known as #COVID19, and which has now spread across the world. Not only are we facing health severe consequences, but also major socio-economic disruptions""-@DrTedros"
2020-04-10 09:42:19+00:00,"""I also express my sympathy to all those in who have lost someone they love to #COVID19 &amp; my best wishes for all those who are now fighting for their lives""-@DrTedros addressing 's International Legal Forum"
2020-04-10 09:41:20+00:00,"""Thank you for the opportunity of joining you today, and I’d like to express my gratitude to the Russian Federation for convening this very important event, under very difficult circumstances""-@DrTedros addressing 's International Legal Forum on #COVID19"
2020-04-10 08:47:15+00:00,"""To stop #COID19 pandemic, we have to continue &amp; improve on the kind of cooperation that you've already been demonstrating. We’re all in this together &amp; we still have a long way to go. But with solidarity &amp; determination, we will overcome this common threat together""-@DrTedros"
2020-04-10 08:46:25+00:00,"""We'd like to invite all of you to participate in the Solidarity Trial, an international study that will show us which treatments are most effective. Many countries from throughout the world are already participating""-@DrTedros addressing @TurkicCouncil on #COVID19"
2020-04-10 08:46:04+00:00,""" also deserves recognition for its support of is European neighbors by sending essential supplies""-@DrTedros addressing @TurkicCouncil on #COVID19"
2020-04-10 08:45:04+00:00,"""I want to thank all Member States & partners who have responded to our first #COVID19 Strategic Preparedness &amp; Response Plan. $800+M has been pledged or received. I especially thank the government &amp; people of for their contribution of $5M""-@DrTedros at @TurkicCouncil"
2020-04-10 08:43:41+00:00,"""Our second #COVID19 Strategic Preparedness and Response Plan, to be published in the coming days, will estimate the resources needed to implement national and international strategies during the next phase of the response""-@DrTedros addressing @TurkicCouncil"
2020-04-10 08:43:10+00:00,"""These are the 5 areas WHO is focused on: -support countries to prepare & respond -provide epidemiological analysis & risk communication -coordinate the supply chain -provide technical expertise & mobilize #healthworkers -accelerate R&amp;D, innovation &amp; knowledge sharing""-@DrTedros"
2020-04-10 08:43:10+00:00,"""National strategies must be supported at the international level in 5 key areas""-@DrTedros addressing @TurkicCouncil on #COVID19"
2020-04-10 08:39:11+00:00,"""At the same time, equitable access to healthcare is critical, esp among vulnerable groups. In the #COVID19 era, access to essential health services must be ensured for all. Otherwise, the outbreak will be harder to control &amp; puts everybody at risk""-@DrTedros at @TurkicCouncil"
2020-04-10 08:38:28+00:00,"""Restrictive social measures alone only buy us time. Stopping the transmission of the #coronavirus requires a comprehensive strategy to find, test, isolate and care for every case, and trace every contact""-@DrTedros addressing @TurkicCouncil on #COVID19"
2020-04-10 08:37:54+00:00,"""While each of your countries is in a different phase of the outbreak, all must have the same focus: to scale up efforts to minimize the impact of the epidemic on health systems, social services and economic activity""-@DrTedros addressing @TurkicCouncil on #COVID19"
2020-04-10 08:37:01+00:00,"""The window for containing the #coronavirus at the subnational &amp; national level is closing in many countries. Since the beginning of the #COVID19 outbreak, WHO has shipped personal protective equipment and testing kits to the @TurkicCouncil states""-@DrTedros"
2020-04-10 08:36:21+00:00,"""We are yet to see the devastation #COVID19 could cause in more vulnerable countries. We’re committed to doing everything we can to prevent that from happening""-@DrTedros addressing @TurkicCouncil"
2020-04-10 08:36:20+00:00,"""This pandemic is much more than a health crisis. It requires a whole-of government & whole-of-society response. In the last 100 days, #COVID19 has shown us the damage it can do in wealthy nations""-@DrTedros addressing @TurkicCouncil"
2020-04-10 08:34:27+00:00,""" , the most affected so far of your countries, has suffered a dramatic increase in #COVID19 cases and deaths in the past week. WHO is suffering with you and stands ready to provide whatever support we can""-@DrTedros addressing @TurkicCouncil"
2020-04-10 08:34:27+00:00,"""So far, the five Member States of the @TurkicCouncil have reported more than 36K cases of #COVID19 &amp; 750 deaths""-@DrTedros #coronavirus"
2020-04-10 08:32:45+00:00,"""The fatality rate is estimated to be 10 times higher than influenza. More than 1.3 million people have been infected with #COVID19, and almost 80,000 people have lost their lives""-@DrTedros addressing @TurkicCouncil"
2020-04-10 08:31:47+00:00,"""This is an example of the kind of cross-border cooperation we need to get through this pandemic. Since it first erupted 100+ days ago, the global spread of #COVID19 has overwhelmed health systems, disrupted the global economy &amp; lead to widespread social disruption""-@DrTedros"
2020-04-10 08:30:28+00:00,"""Since the beginning of the global spread of #COVID19, the Leaders of the @TurkicCouncil (TC) have been cooperating closely, incl on sharing hospital facilities, providing humanitarian aid &amp; testing kits &amp; exchanging clinical expertise and medical support""-@DrTedros addressing TC"
2020-04-09 21:10:32+00:00,"""Our singular focus is on working to serve all people to save lives and stop the #COVID19 pandemic – stop this dangerous enemy""-@DrTedros #coronavirus"
2020-04-09 21:06:32+00:00,"So far WHO has: -shipped 2M individual items of protective gear to 75 countries that need it most -shipped 1.5M laboratory tests to more than 126 countries -developed 6 online courses in 43 languages to train #healthworkers, that reaching almost 1.2M enrolments #COVID19"
2020-04-09 21:05:49+00:00,"To alleviate suffering & save lives, WHO is: -Supporting countries to prepare & respond -Providing accurate information & fight the infodemic -Ensuring supplies of medical equipment for #healthworkers -Training &amp; mobilizing health workers -Accelerating R&amp;D #COVID19"
2020-04-09 21:05:03+00:00,"7 April 2020: #WorldHealthDay highlights the critical role played by nurses and midwives, who are at the forefront of the #COVID19 response globally."
2020-04-09 21:04:50+00:00,6 April 2020: WHO updates advice on the use of masks during #COVID19
2020-04-09 21:04:37+00:00,3 April 2020: IMF and WHO make joint call to protect lives & livelihoods
2020-04-09 21:04:23+00:00,"2 April 2020: WHO is provides advice to help people be #HealthyAtHome, with tips on staying physically active, looking after our mental health, quitting tobacco and healthy parenting. We invite everyone to share their ways of being healthy at home:"
2020-04-09 21:04:08+00:00,31 Mar 2020: WHO launches #coronavirus chatbot with @Viber
2020-04-09 21:03:57+00:00,"30 Mar 2020: WHO publishes updated operational planning guidelines to help countries balance the demands of responding to #COVID19 while maintaining essential health service delivery, protecting #healthworkers &amp; mitigating the risk of system collapse."
2020-04-09 21:03:02+00:00,"26 Mar 2020: @DrTedros addresses Extraordinary Virtual @g20org Leaders’ Summit on #COVID19, calling on G20 leaders to fight, unite, and ignite against the #coronavirus:"
2020-04-09 21:02:34+00:00,"25 Mar 2020: #COVID19 Mission to #Egypt concludes With support from WHO and other partners, Egypt now has the capacity to conduct up to 200,000 tests."
2020-04-09 21:02:22+00:00,25 Mar 2020: @UN launches #COVID19 Global Humanitarian Response Plan to Invest In Humanity
2020-04-09 21:02:09+00:00,23 Mar 2020: WHO and @FIFAcom team up on campaign to kick out #coronavirus. #COVID19
2020-04-09 21:01:52+00:00,20 Mar 2020: WHO Health Alert for #coronavirus launches on @WhatsApp. #COVID19
2020-04-09 21:01:36+00:00,18 Mar 2020: WHO and partners launch SOLIDARITY trial to generate robust data from around the world to find the most effective treatments for #COVID19. http://bit.ly/2Ulg5Tj #coronavirus
2020-04-09 21:01:09+00:00,17 Mar 2020: New guidance published on people affected by humanitarian crises during #COVID19. #coronavirus
2020-04-09 21:00:51+00:00,"16 Mar 2020: #TogetherAtHome online concert series begins, to promote physical distancing and taking action for global health, presented by WHO and @GlblCtzn."
2020-04-09 21:00:26+00:00,15 Mar 2020: WHO #COVID19 Mission to #Iraq covers detection and response. #coronavirus
2020-04-09 21:00:12+00:00,13 Mar 2020: WHO launches the #SafeHands Challenge to promote the power of clean hands to fight the #coronavirus.
2020-04-09 20:59:55+00:00,"13 Mar 2020: WHO, @unfoundation and partners launch first-of-its-kind #COVID19 Solidarity Response Fund: http://bit.ly/COVID19Fund"
2020-04-09 20:59:43+00:00,12 Mar 2020: #COVID19 expert mission to #Iran concludes
2020-04-09 20:59:33+00:00,"12 Mar 2020: During a 5-day mission to #Azerbaijan, a team of WHO experts works with the national response committee on developing a national preparedness and response plan for #COVID19. #coronavirus"
2020-04-09 20:57:47+00:00,"11 March 2020: WHO characterizes #COVID19 as a pandemic. 90% of cases are still in just four countries. 81 countries have not reported any cases, and 57 countries have reported 10 cases or less. #coronavirus"
2020-04-09 20:57:21+00:00,"8 Mar 2020: WHO publishes Interim guidance on critical preparedness, readiness and response actions for 4 different #COVID19 transmission scenarios: -No cases -Sporadic cases -Clusters of cases -Community transmission #coronavirus"
2020-04-09 20:56:46+00:00,6 Mar 2020: WHO publishes draft R&D blueprint draft for #COVID19: https://bit.ly/2xgbwC4 #coronavirus
2020-04-09 20:56:29+00:00,"5 Mar 2020: WHO launches a social media campaign called Be Ready for #COVID19, urging people to be safe, smart and kind. #coronavirus"
2020-04-09 20:56:17+00:00,"2 Mar 2020: Mission of WHO experts arrives in #Iran, aiming to identify #COVID19 transmission dynamics and at-risk populations, as well as provide guidance on strengthening and scaling up the response and readiness efforts. #coronavirus"
2020-04-09 20:56:05+00:00,"24 Feb 2020: A team of experts from WHO and the @ECDC_EU travelled to #Italy to understand how #COVID19 developed there, learning from the Italian experience and supporting control and prevention efforts by the authorities. #coronavirus"
2020-04-09 20:55:47+00:00,"16-24 Feb 2020: The WHO-#China Joint mission, including experts from spend time in Beijing &amp; also travelled to Wuhan &amp; two other cities. They speak with health officials, scientists &amp; #healthworkers (while maintaining physical distancing). #COVID19 #coronavirus"
2020-04-09 20:54:48+00:00,"21 Feb 2020: @DrTedros appoints six special envoys on COVID-19, to provide strategic advice and high-level political advocacy and engagement in different parts of the world."
2020-04-09 20:54:37+00:00,"12 Feb 2020: @UN activates WHO-led Crisis Management Team bringing together WHO, @UNOCHA, @UNmigration, @UNICEF, @icao, @WFP, @FAO, the @WorldBank and several UN Secretariat departments."
2020-04-09 20:54:25+00:00,"11-12 Feb 2020: WHO convenes a Research & Innovation Forum on #COVID19, attended by 400+ experts &amp; funders from around the world. #coronavirus"
2020-04-09 20:53:55+00:00,5 Feb 2020: Global community asks for US$675 million to help protect vulnerable countries from #COVID19 outbreak. #coronavirus
2020-04-09 20:53:42+00:00,"Acknowledging that #COVID19 cases have been reported in 5 WHO regions in one month, the Committee notes that early detection, isolation &amp; care, contact tracing &amp; social distancing measures – in line with the level of risk – can all work to interrupt #coronavirus spread."
2020-04-09 20:53:05+00:00,30 Jan 2020: @DrTedros declares #COVID19 a Public Health Emergency of International Concern – WHO’s highest level of alarm – following a second meeting of the Emergency Committee convened under the International Health Regulations. #coronavirus
2020-04-09 20:52:36+00:00,"While in Beijing, , @DrTedros agrees with Chinese government leaders that an international team of leading scientists will travel to #China to better understand the context, the overall response, and exchange information and experience."
2020-04-09 20:52:22+00:00,"28 Jan 2020: A senior WHO delegation led by @DrTedros travels to Beijing to meet #China’s leadership, learn more about China’s response, and to offer any technical assistance."
2020-04-09 20:52:08+00:00,"22- 23 Jan 2020: The committee, consisting of independent, international experts, is unable to reach a consensus based on the evidence available at the time. They ask to be reconvened within 10 days after receiving more information. #COVID19 #coronavirus"
2020-04-09 20:51:43+00:00,22- 23 Jan 2020: @DrTedros convenes an Emergency Committee under the International Health Regulations to assess whether the #COVID19 outbreak constitutes a public health emergency of international concern. #coronavirus
2020-04-09 20:51:26+00:00,22 Jan 2020: WHO mission to #China issues a statement saying there is evidence of human-to-human transmission in Wuhan but more investigation is needed to understand the full extent of transmission. #COVID19 #coronavirus
2020-04-09 20:50:36+00:00,20-21 Jan 2020: WHO experts from #China and @WHOWPRO offices conducted a brief field visit to Wuhan.
2020-04-09 20:50:20+00:00,"14 Jan 2020: Dr @mvankerkhove notes in a press briefing there may have been limited human-to-human transmission of the #coronavirus (in the 41 confirmed cases), mainly through family members &amp; that there was a risk of a possible wider outbreak."
2020-04-09 20:47:15+00:00,"13 Jan 2020: Officials confirm case of #COVID19 in #Thailand, the first recorded case outside . #coronavirus"
2020-04-09 20:46:46+00:00,12 Jan 2020: #China shares the genetic sequence of #COVID19. #coronavirus
2020-04-09 20:46:30+00:00,"10 Jan 2020: Evidence at the time suggests “no or limited human-to-human transmission.” Based on experience with SARS & MERS & known modes of transmission of respiratory viruses, infection & prevention control guidance for #healthworkers is published."
2020-04-09 20:45:42+00:00,"10 Jan 2020: WHO issues a comprehensive package of technical guidance with advice to all countries on how to detect, test & manage potential cases, based on what was known about the virus at the time. #COVID19 #coronavirus"
2020-04-09 20:45:11+00:00,5 Jan 2020: WHO publishes first Disease Outbreak News on the new virus. This is a flagship technical publication to the scientific and public health community as well as global media. #COVID19 #coronavirus
2020-04-09 20:44:35+00:00,"4 Jan 2020: WHO reports on social media a cluster of pneumonia cases – with no deaths – in Wuhan, Hubei province, . #COVID19 #coronavirus https://twitter.com/WHO/status/1213523866703814656s=20"
2020-04-09 20:44:35+00:00,"31 Dec 2019: #China reported a cluster of cases of pneumonia in Wuhan, Hubei Province. 1 Jan 2020: WHO activates an Incident Management Support Team at HQ, regional &amp; country level, putting the organization on an emergency footing for dealing with the outbreak. #COVID19"
2020-04-09 20:44:35+00:00,"As we mark 100 days since the first case of what we now call #COVID19 now was notified to WHO, here is the timeline of key events and efforts taken to stop the #coronavirus from spreading."
2020-04-09 17:22:21+00:00,"Grab your book and watch @HowardDonald reading “My Hero is You, How kids can fight #COVID19!” https://bit.ly/2VrqOw3 #coronavirus"
2020-04-09 16:55:04+00:00,"The book “My Hero is You, How kids can fight #COVID19!” will be widely translated, with six language versions released today and more than 30 others in the pipeline. It is being released as both an online product and audio book. #coronavirus"
2020-04-09 15:22:13+00:00,"“There are many heroes keeping people safe from the #coronavirus, like wonderful doctors and nurses. But you remind me that we can all be heroes, every day"" https://bit.ly/2VrqOw3 #COVID19"
2020-04-09 14:56:34+00:00,"“Sometimes the most important thing we can do as friends is protect each other,” said Ario. “Even if that means staying away from each other for a while.” https://bit.ly/2VrqOw3 #COVID19 #coronavirus"
2020-04-09 14:26:06+00:00,"“Sometimes when we are feeling very afraid or unsafe, it can help to imagine a safe place in our minds."". Ario asked the children to close their eyes and imagine a place where they feel safe. https://bit.ly/2VrqOw3 #COVID19 #coronavirus"
2020-04-09 14:15:23+00:00,How can we stay safe from the #coronavirus? https://bit.ly/2VrqOw3 #COVID19
2020-04-09 12:35:47+00:00,"""We play games, cook, spend time in our garden and have meals together. My brothers and I touch our toes and dance. We read books and I can keep learning because sometimes I miss school. Staying home felt weird at first, but now it feels normal.” https://bit.ly/2VrqOw3 #COVID19"
2020-04-09 11:21:20+00:00,“If I have you… then I can tell all the children in the world about the #coronavirus!” said Sara. Read more https://bit.ly/2VrqOw3 #COVID19
2020-04-09 11:09:12+00:00,"“So we can’t fight the #coronavirus because we can’t see it?” Sara asked. “We can fight it,” said Sara’s mum. “The virus affects many kinds of people, and everyone can help us fight it. Children are special and they can help too” Read more https://bit.ly/2VrqOw3 #COVID19"
2020-04-09 10:33:19+00:00,"We are grateful to @HowardDonald for giving the first public reading of “My Hero is You - how kids can fight #COVID19"" at 15h00 GMT TODAY on http://youtube.com/WHO in support of the ""Read The World"" initiative by @IntPublishers, @UNICEF &amp; WHO."
2020-04-09 10:24:05+00:00," Ario and the new story book on #COVID19 has been produced by a collaboration of more than 50 organizations working in the humanitarian sector, incl. WHO, @UNICEF, @Refugees, @ifrc and @save_children"
2020-04-09 10:05:13+00:00,"1,700+ children, parents, caregivers & teachers from around the shared how they were coping with #COVID19 to provide input to script writer &amp; illustrator @hvpatuck &amp; the @iascch Reference Group on #MentalHealth &amp; Psychosocial Support in Emergency Settings team for the book"
2020-04-09 09:34:42+00:00," The story book also explains to children how to manage difficult emotions when confronted with a new and rapidly changing reality, such as #COVID19. #coronavirus"
2020-04-09 08:24:42+00:00,FACT: #5G mobile networks DO NOT spread #COVID19 More: http://bit.ly/COVID19Mythbusters #coronavirus #KnowTheFacts
2020-04-09 08:18:36+00:00," A new story book “My Hero is You, How kids can fight COVID-19!” - aimed at children aged 6-11 years old, is released today to help children understand and come to terms with #COVID19 https://bit.ly/2VrqOw3 #coronavirus"
2020-04-08 22:48:26+00:00,"Kids, meet Ario - a kind, orange dragon with a horn like a unicorn, who will introduce you to #COVID19 and help you understand how to protect yourself, your families and friends from the #coronavirus https://bit.ly/2VrqOw3"
2020-04-08 17:08:52+00:00,We apologize for sound issues at the beginning of the briefing today. Here you can watch the full statement on #COVID19 by @DrTedros 
2020-04-08 16:21:38+00:00,The full briefing on #COVID19 by @DrTedros 
2020-04-08 16:15:58+00:00,"""We know that #COVID19 means billions of believers are not able to celebrate in the way they usually would. We wish everyone a safe and joyful Easter, Passover and Ramadan""-@DrTedros #coronavirus"
2020-04-08 16:15:58+00:00,"""Finally, this is a special time of year for Christians, Jews and Muslims around the world. Today WHO has published practical considerations & recommendations for faith-based communities""-@DrTedros #COVID19"
2020-04-08 16:15:08+00:00,"""For the past 100 days our unwavering commitment has been to serve all people of the with equity, objectivity &amp; neutrality. And that will continue to be our sole focus in the days, weeks and months ahead""-@DrTedros #COVID19"
2020-04-08 16:14:26+00:00,"""Throughout, our focus has been on working with countries & with partners to bring the together to confront this common threat. We are especially concerned with protecting the ’s poorest &amp; most vulnerable, not just in the poorest countries, but in all countries""-@DrTedros"
2020-04-08 16:13:44+00:00,"""These pillars will continue to be the foundation of our work. In the coming days, WHO will be releasing an updated strategy &amp; a revised #COVID19 Strategic Preparedness &amp; Response Plan, with an estimate of the financial needs for the next phase of the response""-@DrTedros"
2020-04-08 16:13:00+00:00,"""Of course, WHO is not alone. Every day, we work with thousands of partners in government, the @UN, academia, the private sector, civil society &amp; more. There are many, many other things WHO has done in the past 100 days that I haven’t mentioned""-@DrTedros #COVID19 #coronavirus"
2020-04-08 16:12:59+00:00,"""Today, 130 scientists, funders & manufacturers from around the world have signed a statement committing to work with WHO to speed the development of a vaccine against #COVID19""-@DrTedros #coronavirus"
2020-04-08 16:12:59+00:00,"""To better understand the transmission, epidemiology & clinical features of the #coronavirus, we've developed research protocols that are being used in 40+ countries, in a coordinated way. We’re working with @FINDdx to accelerate development &amp; access to diagnostics""-@DrTedros"
2020-04-08 16:12:59+00:00,""" we’ve accelerated R&amp;D. In Feb we brought 400+ of the ’s leading researchers together to identify &amp; accelerate research priorities. We launched the Solidarity Trial, with 90+ countries working together to find effective therapeutics as soon as possible""-@DrTedros #COVID19"
2020-04-08 16:09:37+00:00,"""Experts have been deployed around the world through WHO’s Global Outbreak Alert and Response Network and our Emergency Medical Teams platform""-@DrTedros #COVID19 #coronavirus"
2020-04-08 16:09:37+00:00,""" we’re working to train and mobilize #healthworkers. More than 1.2M people have enrolled in 6 courses in 43 languages on our http://OpenWHO.org platform""-@DrTedros #COVID19 #coronavirus"
2020-04-08 16:08:37+00:00,"""Today we are launching the @UN #COVID19 Supply Chain Task Force, to dramatically scale up the supply of these life-saving tools, and match supply with needs""-@DrTedros #coronavirus"
2020-04-08 16:08:37+00:00,"""We’ve sent 1M+ diagnostic tests to 126 countries, in all regions & we’re sourcing more. But we know much more is needed. We’re working with the @iccwbo, @wef &amp; others in the private sector to ramp up the production &amp; distribution of essential medical supplies""-@DrTedros #COVID19"
2020-04-08 16:08:36+00:00,""" we’re working hard to ensure supplies of essential medical equipment for frontline #healthworkers. So far, we’ve shipped more than 2M items of personal protective equipment to 133 countries &amp; we’re preparing to ship another 2M items in the coming weeks""-@DrTedros #COVID19"
2020-04-08 16:06:13+00:00,"""And since we announced the One World: #TogetherAtHome concert with @ladygaga &amp; @GlblCtzn on Monday, more TV networks and online platforms from around the world have contacted us offering to broadcast the concert""-@DrTedros #COVID19 #coronavirus"
2020-04-08 16:06:13+00:00,"""Just in the past 2 days we convened an online workshop to crowdsource ideas from 600+ experts, institutions & individuals on ways to combat the infodemic. We’ve worked with @FIFAcom &amp; some of the world’s biggest sports stars to promote #SafeHands &amp; physical activity""-@DrTedros"
2020-04-08 16:06:13+00:00,"""The @WhatsApp chatbot now has more than 12 million followers &amp; is available in 7 languages, incl Hindi &amp; Portuguese, which are launching today. The @Viber chatbot has more than 2 million followers, in three languages &amp; four more to launch next week""-@DrTedros #COVID19"
2020-04-08 16:06:12+00:00,"""We’ve worked with many media & tech companies: @Facebook, @Google, @instagram, @LinkedIn, @messenger, @Pinterest, @Snapchat, @TencentGlobal, @tiktok_uk, @Twitter, @Viber, @WhatsApp, @YouTube &amp; more to counter myths &amp; misinformation with reliable, evidence-based advice""-@DrTedros"
